sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
crosswoz_3145_turn2,25.75,long,streaming,1856.31,1762.71,93.60,
crosswoz_3145_turn2,25.75,long,non-streaming,2402.23,2357.13,45.10,
multiwoz_PMUL4031_turn3,26.30,long,streaming,1399.73,1310.15,89.58,
multiwoz_PMUL4031_turn3,26.30,long,non-streaming,1950.08,1900.09,50.00,
multiwoz_PMUL4254_turn3,26.49,long,streaming,1223.81,1138.68,85.13,
multiwoz_PMUL4254_turn3,26.49,long,non-streaming,2030.03,1984.92,45.11,
crosswoz_8424_turn3,26.51,long,streaming,1895.02,1789.24,105.77,
crosswoz_8424_turn3,26.51,long,non-streaming,2397.16,2349.89,47.27,
crosswoz_8672_turn2,26.59,long,streaming,1174.90,1087.71,87.20,
crosswoz_8672_turn2,26.59,long,non-streaming,2396.78,2333.46,63.32,
multiwoz_PMUL0460_turn3,26.62,long,streaming,1208.28,1122.25,86.03,
multiwoz_PMUL0460_turn3,26.62,long,non-streaming,2027.99,1981.62,46.37,
crosswoz_10296_turn2,26.67,long,streaming,1277.02,1190.70,86.32,
crosswoz_10296_turn2,26.67,long,non-streaming,2401.88,2344.49,57.39,
crosswoz_8707_turn3,26.68,long,streaming,1296.41,1213.26,83.15,
crosswoz_8707_turn3,26.68,long,non-streaming,2538.51,2480.40,58.11,
crosswoz_9138_turn3,27.14,long,streaming,1335.22,1250.84,84.38,
crosswoz_9138_turn3,27.14,long,non-streaming,2496.84,2448.86,47.98,
crosswoz_9080_turn2,27.38,long,streaming,1813.73,1729.33,84.40,
crosswoz_9080_turn2,27.38,long,non-streaming,2380.91,2331.27,49.65,
crosswoz_10574_turn3,27.89,long,streaming,1342.65,1249.01,93.64,
crosswoz_10574_turn3,27.89,long,non-streaming,2485.80,2432.74,53.07,
crosswoz_422_turn3,28.21,long,streaming,1249.77,1165.40,84.37,
crosswoz_422_turn3,28.21,long,non-streaming,2305.55,2255.83,49.73,
crosswoz_11893_turn2,28.63,long,streaming,1692.15,1607.46,84.69,
crosswoz_11893_turn2,28.63,long,non-streaming,2399.54,2348.96,50.58,
crosswoz_12011_turn2,28.98,long,streaming,1165.48,1080.97,84.51,
crosswoz_12011_turn2,28.98,long,non-streaming,2467.86,2422.22,45.64,
crosswoz_8436_turn2,29.08,long,streaming,1348.15,1252.79,95.37,
crosswoz_8436_turn2,29.08,long,non-streaming,2326.80,2270.48,56.32,
crosswoz_10197_turn3,29.87,long,streaming,1460.04,1373.55,86.48,
crosswoz_10197_turn3,29.87,long,non-streaming,2457.31,2409.75,47.56,
crosswoz_10661_turn3,29.87,long,streaming,1374.70,1288.93,85.77,
crosswoz_10661_turn3,29.87,long,non-streaming,2578.79,2531.76,47.03,
crosswoz_1101_turn3,29.90,long,streaming,1189.28,1098.14,91.14,
crosswoz_1101_turn3,29.90,long,non-streaming,2534.67,2472.94,61.73,
crosswoz_8796_turn2,30.00,very_long,streaming,1382.32,1297.39,84.93,
crosswoz_8796_turn2,30.00,very_long,non-streaming,3195.50,3138.67,56.83,
multiwoz_PMUL0271_turn3,30.09,very_long,streaming,1421.51,1336.40,85.11,
multiwoz_PMUL0271_turn3,30.09,very_long,non-streaming,2560.51,2515.24,45.27,
multiwoz_PMUL2590_turn4,30.28,very_long,streaming,2008.02,1868.63,139.39,
multiwoz_PMUL2590_turn4,30.28,very_long,non-streaming,2735.41,2690.21,45.20,
multiwoz_MUL1215_turn3,30.41,very_long,streaming,1369.56,1285.81,83.75,
multiwoz_MUL1215_turn3,30.41,very_long,non-streaming,2754.55,2706.68,47.86,
crosswoz_10749_turn3,30.48,very_long,streaming,1393.45,1305.50,87.95,
crosswoz_10749_turn3,30.48,very_long,non-streaming,3340.52,3294.36,46.16,
crosswoz_7701_turn3,30.56,very_long,streaming,1389.01,1293.73,95.28,
crosswoz_7701_turn3,30.56,very_long,non-streaming,3025.20,2968.43,56.77,
crosswoz_9200_turn3,30.84,very_long,streaming,1141.88,1055.88,86.01,
crosswoz_9200_turn3,30.84,very_long,non-streaming,2984.51,2922.83,61.68,
multiwoz_MUL1330_turn3,30.85,very_long,streaming,1654.89,1569.39,85.50,
multiwoz_MUL1330_turn3,30.85,very_long,non-streaming,2851.50,2805.24,46.26,
multiwoz_MUL0176_turn4,31.58,very_long,streaming,1518.42,1402.47,115.94,
multiwoz_MUL0176_turn4,31.58,very_long,non-streaming,2858.75,2790.50,68.25,
crosswoz_9956_turn4,31.60,very_long,streaming,1517.34,1358.16,159.17,
crosswoz_9956_turn4,31.60,very_long,non-streaming,3211.89,3154.71,57.18,
crosswoz_8202_turn3,31.61,very_long,streaming,1314.85,1228.79,86.06,
